GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	Astrocytes_ceoff	Astrocytes_ELBO_gain	Astrocytes_pval	Astrocytes_FDR	Cajal Retzius_ceoff	Cajal Retzius_ELBO_gain	Cajal Retzius_pval	Cajal Retzius_FDR	Cck-Tox_ceoff	Cck-Tox_ELBO_gain	Cck-Tox_pval	Cck-Tox_FDR	Endothelial_ceoff	Endothelial_ELBO_gain	Endothelial_pval	Endothelial_FDR	GABA_ceoff	GABA_ELBO_gain	GABA_pval	GABA_FDR	Granule immature_ceoff	Granule immature_ELBO_gain	Granule immature_pval	Granule immature_FDR	Granule mature_ceoff	Granule mature_ELBO_gain	Granule mature_pval	Granule mature_FDR	Microglia_ceoff	Microglia_ELBO_gain	Microglia_pval	Microglia_FDR	Mossy_ceoff	Mossy_ELBO_gain	Mossy_pval	Mossy_FDR	Neuroblast_ceoff	Neuroblast_ELBO_gain	Neuroblast_pval	Neuroblast_FDR	OL_ceoff	OL_ELBO_gain	OL_pval	OL_FDR	OPC_ceoff	OPC_ELBO_gain	OPC_pval	OPC_FDR	Radial Glia-like_ceoff	Radial Glia-like_ELBO_gain	Radial Glia-like_pval	Radial Glia-like_FDR	nIPC_ceoff	nIPC_ELBO_gain	nIPC_pval	nIPC_FDR
Map2	664	664	7.338e-02	-4.191e-01	6.190e-01	-2.001e+00	1.472e+00	8.617e-02	5.170e-01	-1.686e+00	7.327e-02	7.019e-01	9.624e-01	-8.321e-01	7.679e-01	2.152e-01	8.590e-01	9.184e-01	2.714e+00	1.982e-02	2.510e-01	5.330e+00	9.795e-01	1.616e-01	5.908e-01	3.911e-01	1.387e+00	9.579e-02	4.488e-01	-3.063e-01	7.069e-01	2.344e-01	5.127e-01	2.441e-01	7.137e-01	2.322e-01	7.593e-01	4.907e+00	2.941e+00	1.530e-02	2.491e-01	1.022e+00	1.033e+00	1.505e-01	3.775e-01	-3.414e-01	-6.836e-03	1.000e+00	1.000e+00	5.625e-01	-1.112e-01	1.000e+00	1.000e+00	2.988e-02	1.846e+00	5.470e-02	7.065e-01	2.034e+00	1.082e-01	6.418e-01	9.839e-01
Unc80	1595	1595	2.799e-01	1.060e+00	2.814e-01	-4.242e-01	1.045e+00	1.483e-01	5.899e-01	-3.898e+00	4.724e-01	3.311e-01	8.880e-01	2.902e+00	3.652e-01	3.927e-01	8.836e-01	6.800e-01	5.853e-02	7.322e-01	9.241e-01	1.586e-01	1.573e+00	7.614e-02	5.790e-01	6.294e-01	1.673e+00	6.735e-02	3.904e-01	-2.089e-01	7.958e-01	2.071e-01	4.786e-01	1.774e-01	-7.458e-02	1.000e+00	1.000e+00	-6.993e-01	1.715e+00	6.402e-02	4.132e-01	4.875e-01	1.974e+00	4.694e-02	1.845e-01	-5.334e-01	-1.246e-01	1.000e+00	1.000e+00	-2.818e-01	2.738e-01	4.593e-01	8.168e-01	3.282e+00	-1.407e-01	1.000e+00	1.000e+00	2.585e+00	-3.357e-01	1.000e+00	1.000e+00
Rpl37a	16026	16026	9.570e-01	2.863e+00	1.910e-01	-1.947e+00	-5.298e-02	1.000e+00	1.000e+00	-5.393e-02	1.100e+00	1.380e-01	8.141e-01	8.112e-01	6.755e-01	2.451e-01	8.590e-01	-4.950e-01	2.357e+00	2.992e-02	3.052e-01	3.534e-01	7.470e+00	1.109e-04	9.485e-03	-5.524e-01	3.146e+00	1.213e-02	1.802e-01	-1.798e-01	4.221e-01	3.582e-01	5.703e-01	-6.699e-02	7.286e+00	1.349e-04	2.307e-02	1.138e+00	8.313e-01	1.973e-01	6.137e-01	-2.107e-01	8.071e+00	5.876e-05	2.871e-03	3.078e-01	1.997e+00	4.566e-02	6.241e-01	-7.391e-01	-1.724e-01	1.000e+00	1.000e+00	-4.590e-03	7.412e-01	2.234e-01	8.334e-01	5.108e-01	-8.423e-02	1.000e+00	1.000e+00
Arpc2	5878	5878	7.324e-01	2.834e+00	7.116e-01	-6.874e-01	1.370e+00	9.793e-02	5.297e-01	5.337e-02	4.279e-01	3.549e-01	8.880e-01	1.271e-01	6.973e-01	2.376e-01	8.590e-01	-7.382e-01	4.075e+00	4.306e-03	9.817e-02	1.093e+00	-2.515e-02	1.000e+00	1.000e+00	-2.080e-01	8.955e+00	2.316e-05	1.980e-03	-4.430e-01	1.294e+00	1.077e-01	3.797e-01	-1.498e-01	1.784e+00	5.892e-02	6.179e-01	5.334e-01	4.366e+00	3.126e-03	8.444e-02	-9.027e-01	2.411e+01	3.797e-12	1.299e-09	1.275e+00	1.600e+00	7.360e-02	6.305e-01	2.325e+00	1.710e+00	6.440e-02	6.736e-01	4.989e-01	1.670e+00	6.760e-02	7.237e-01	2.428e+00	6.519e-01	2.535e-01	8.743e-01
Fam134a	935	935	2.498e-01	3.165e+00	3.641e-01	4.875e+00	1.268e-01	6.146e-01	8.838e-01	1.051e+00	6.881e-02	7.107e-01	9.645e-01	1.380e+00	-1.335e-03	1.000e+00	1.000e+00	1.452e+00	-8.583e-02	1.000e+00	1.000e+00	9.007e-01	3.496e-01	4.031e-01	7.157e-01	1.324e+00	5.928e-01	2.762e-01	6.256e-01	-4.877e-01	1.900e-01	5.376e-01	7.006e-01	-1.521e-01	3.075e-02	8.042e-01	1.000e+00	3.376e-01	6.635e-02	7.157e-01	8.618e-01	-1.740e-01	4.210e-01	3.588e-01	5.652e-01	1.033e+00	1.175e-01	6.278e-01	9.601e-01	1.178e+00	1.225e-01	6.206e-01	9.100e-01	1.154e+00	-1.079e-01	1.000e+00	1.000e+00	4.797e-01	8.774e-04	9.666e-01	1.000e+00
Slc4a3	485	485	1.328e-01	2.575e+00	2.920e-01	7.679e-01	3.310e-01	4.159e-01	7.486e-01	-9.064e-01	2.883e-01	4.476e-01	8.888e-01	1.413e+00	2.864e-01	4.492e-01	9.156e-01	1.928e+00	2.030e-01	5.240e-01	7.499e-01	1.086e+00	3.501e-01	4.027e-01	7.157e-01	-3.568e-01	1.304e-01	6.095e-01	8.143e-01	-1.166e-01	5.678e-01	2.866e-01	5.476e-01	3.939e-01	1.691e-01	5.609e-01	8.873e-01	1.056e+00	3.110e-01	4.303e-01	7.028e-01	2.238e-01	4.842e-01	3.251e-01	5.449e-01	-4.217e-01	9.020e-02	6.710e-01	9.763e-01	1.125e+00	9.402e-02	6.645e-01	9.509e-01	1.558e+00	2.219e-01	5.053e-01	9.597e-01	1.770e+00	3.640e-01	3.935e-01	9.330e-01
2810459M11Rik	242	242	2.457e-02	1.427e-01	7.629e-01	-7.169e+00	6.192e-01	2.658e-01	6.683e-01	-3.256e-01	1.388e-01	5.983e-01	9.329e-01	-1.861e-01	-1.404e-01	1.000e+00	1.000e+00	6.779e-01	1.976e-01	5.295e-01	7.546e-01	-3.419e+00	-2.430e-01	1.000e+00	1.000e+00	1.302e+00	7.495e-01	2.208e-01	5.636e-01	7.806e-01	4.200e-01	3.594e-01	5.703e-01	-8.570e-01	-1.282e-01	1.000e+00	1.000e+00	8.492e-02	6.018e-01	2.726e-01	6.411e-01	-3.650e+00	1.441e+00	8.955e-02	2.784e-01	-9.747e-01	3.723e-01	3.882e-01	8.420e-01	5.522e-02	-7.353e-02	1.000e+00	1.000e+00	1.869e-01	4.114e-01	3.644e-01	8.625e-01	4.176e-01	2.340e+00	3.051e-02	8.743e-01
Psmd1	640	640	1.410e-01	1.308e+00	1.093e+00	2.222e+00	2.074e-01	5.195e-01	8.387e-01	-5.129e-01	2.298e+00	3.205e-02	6.560e-01	3.854e+00	8.888e-01	1.824e-01	8.590e-01	-1.198e+00	1.840e+00	5.510e-02	3.695e-01	1.754e+00	8.666e-01	1.880e-01	6.140e-01	-2.194e-01	1.324e+00	1.036e-01	4.620e-01	-4.995e-01	-6.943e-02	1.000e+00	1.000e+00	-3.819e-01	2.001e+00	4.542e-02	6.179e-01	3.909e+00	6.046e-02	7.280e-01	8.737e-01	-4.767e-01	3.817e+00	5.728e-03	6.130e-02	8.748e-01	3.373e-01	4.114e-01	8.420e-01	5.715e-01	3.370e-01	4.116e-01	7.922e-01	3.896e+00	1.657e+00	6.865e-02	7.237e-01	4.076e+00	1.014e+00	1.545e-01	8.743e-01
Ptma	24771	24771	9.631e-01	5.408e+00	1.282e-01	4.181e+00	4.500e-01	3.428e-01	7.176e-01	-9.109e-01	3.022e-01	4.369e-01	8.888e-01	8.035e-01	6.583e-02	7.167e-01	1.000e+00	-2.306e-01	3.001e-01	4.385e-01	7.074e-01	6.148e-01	-1.520e-01	1.000e+00	1.000e+00	-4.244e-01	3.112e-01	4.301e-01	7.374e-01	-2.263e-01	8.701e-01	1.871e-01	4.638e-01	-4.459e-01	1.219e+00	1.184e-01	6.885e-01	-1.038e+00	2.703e-01	4.622e-01	7.118e-01	1.107e-01	2.020e+00	4.442e-02	1.787e-01	5.914e-01	1.216e-01	6.219e-01	9.601e-01	-2.815e-01	4.364e-02	7.677e-01	1.000e+00	9.061e-02	4.409e-01	3.477e-01	8.493e-01	-2.837e-01	1.572e+00	7.625e-02	8.743e-01
Gigyf2	425	425	9.215e-02	1.184e+00	1.298e+00	1.134e+00	8.544e-01	1.911e-01	6.053e-01	1.095e+00	8.374e-02	6.824e-01	9.624e-01	-8.768e-01	1.246e+00	1.145e-01	8.590e-01	4.154e+00	1.014e+00	1.544e-01	5.113e-01	1.461e+00	1.396e-01	5.973e-01	8.542e-01	2.610e-01	7.652e-01	2.161e-01	5.636e-01	-3.377e-01	8.122e-01	2.025e-01	4.776e-01	4.483e-01	-4.413e-01	1.000e+00	1.000e+00	-9.925e-01	7.504e-01	2.205e-01	6.261e-01	5.818e-01	1.447e+00	8.888e-02	2.784e-01	-7.293e-01	7.934e-01	2.078e-01	7.344e-01	-2.217e+00	1.516e+00	8.161e-02	6.879e-01	4.115e+00	1.572e+00	7.618e-02	7.237e-01	-2.192e+00	1.419e+00	9.210e-02	8.743e-01
Atg16l1	400	400	8.225e-02	-2.951e-01	1.294e+00	9.749e+00	5.401e-01	2.986e-01	6.765e-01	-4.274e-01	9.697e-01	1.637e-01	8.141e-01	-1.711e-01	2.833e-01	4.516e-01	9.156e-01	-5.473e-01	3.905e-01	3.769e-01	6.801e-01	7.825e-01	1.263e+00	1.120e-01	5.790e-01	-2.896e-01	1.510e+00	8.228e-02	4.200e-01	-4.883e-01	1.196e+00	1.219e-01	3.933e-01	-1.525e-01	3.903e+00	5.210e-03	2.332e-01	5.224e+00	5.743e-01	2.838e-01	6.478e-01	-2.320e-01	4.916e+00	1.715e-03	2.793e-02	1.596e+00	9.199e-01	1.750e-01	7.344e-01	4.384e+00	1.684e+00	6.649e-02	6.736e-01	4.694e+00	1.234e+00	1.162e-01	7.434e-01	1.053e+00	2.087e-01	5.182e-01	9.526e-01
Dgkd	727	727	1.850e-01	2.137e+00	3.856e-01	3.990e+00	9.743e-02	6.589e-01	9.137e-01	-6.513e-01	1.779e-01	5.508e-01	9.130e-01	1.778e+00	3.171e-01	4.258e-01	9.102e-01	2.171e+00	1.834e-01	5.447e-01	7.635e-01	-4.822e-01	1.401e+00	9.412e-02	5.790e-01	2.372e+00	-7.280e-02	1.000e+00	1.000e+00	-1.972e-02	1.166e+00	1.267e-01	3.977e-01	4.537e-01	1.729e-01	5.565e-01	8.873e-01	-4.603e-01	2.787e-01	4.553e-01	7.077e-01	3.097e-01	2.383e+00	2.901e-02	1.495e-01	-8.588e-01	1.417e-01	5.945e-01	9.431e-01	1.963e+00	9.598e-02	6.613e-01	9.506e-01	1.423e+00	2.335e-01	4.944e-01	9.499e-01	2.011e+00	2.067e-01	5.202e-01	9.526e-01
Agap1	1047	1047	1.925e-01	7.001e-01	1.131e+00	3.145e+00	-1.205e-01	1.000e+00	1.000e+00	-4.400e-01	1.387e+00	9.583e-02	8.141e-01	-6.166e+00	-1.549e-01	1.000e+00	1.000e+00	-1.072e+00	-6.470e-03	1.000e+00	1.000e+00	2.680e-01	4.841e-01	3.251e-01	7.027e-01	3.075e-01	3.026e+00	1.389e-02	1.812e-01	4.616e-01	1.859e+00	5.385e-02	2.489e-01	-3.825e-01	-3.485e-02	1.000e+00	1.000e+00	4.334e+00	2.282e+00	3.263e-02	3.268e-01	1.006e+00	1.245e+00	1.146e-01	3.160e-01	-2.926e-01	1.877e+00	5.267e-02	6.241e-01	-7.233e-01	7.042e-01	2.353e-01	7.243e-01	-5.494e-02	1.736e+00	6.242e-02	7.165e-01	-6.164e+00	5.164e-01	3.095e-01	8.923e-01
Cops8	1662	1662	3.959e-01	2.779e+00	3.258e-01	-2.993e-01	-9.320e-02	1.000e+00	1.000e+00	-2.772e-01	6.638e-01	2.492e-01	8.880e-01	1.929e+00	1.991e-01	5.280e-01	9.464e-01	-2.434e-02	-1.459e-01	1.000e+00	1.000e+00	1.579e-02	6.272e-01	2.627e-01	6.561e-01	6.606e-01	-1.231e-01	1.000e+00	1.000e+00	-5.339e-02	5.566e-01	2.914e-01	5.476e-01	1.643e-01	-1.308e-01	1.000e+00	1.000e+00	-4.843e-02	4.026e-01	3.695e-01	6.722e-01	3.367e-01	8.009e-01	2.056e-01	4.363e-01	-2.851e-01	4.565e-01	3.393e-01	8.172e-01	2.080e+00	7.207e-01	2.299e-01	7.243e-01	-1.088e+00	1.787e-01	5.499e-01	9.689e-01	-1.193e-01	6.932e-01	2.390e-01	8.743e-01
Lrrfip1	579	579	1.311e-01	1.406e+00	9.054e-01	1.258e+00	7.950e-01	2.073e-01	6.166e-01	-7.409e-01	1.523e+00	8.098e-02	8.141e-01	3.703e+00	1.134e+00	1.320e-01	8.590e-01	3.330e+00	4.572e+00	2.496e-03	8.758e-02	2.146e+00	-2.433e-01	1.000e+00	1.000e+00	-1.798e-01	5.561e-01	2.916e-01	6.434e-01	-2.741e-01	1.984e+00	4.638e-02	2.299e-01	-4.420e-01	4.841e-01	3.251e-01	7.760e-01	-1.457e+00	1.145e+00	1.302e-01	4.948e-01	7.418e-01	6.464e-01	2.555e-01	4.910e-01	2.363e-01	1.661e+00	6.832e-02	6.241e-01	-6.256e+00	6.014e-01	2.728e-01	7.403e-01	-6.186e-01	1.389e-01	5.982e-01	9.906e-01	3.246e+00	1.253e-01	6.166e-01	9.839e-01
Ramp1	2773	2773	4.788e-01	4.336e+00	1.217e+00	-2.491e+00	8.812e-01	1.843e-01	6.053e-01	9.728e-01	5.648e+00	7.765e-04	1.328e-01	3.174e+00	1.258e+00	1.128e-01	8.590e-01	1.607e+00	3.598e-01	3.963e-01	6.864e-01	1.586e+00	1.031e+00	1.510e-01	5.889e-01	2.400e+00	3.740e+00	6.240e-03	1.096e-01	-6.799e-01	1.033e+00	1.505e-01	4.363e-01	-3.351e-01	1.056e+00	1.462e-01	6.885e-01	1.484e+00	2.088e+00	4.102e-02	3.614e-01	2.893e+00	2.318e+00	3.130e-02	1.508e-01	2.294e+00	3.827e-01	3.816e-01	8.420e-01	1.059e+00	9.583e-01	1.662e-01	7.243e-01	1.782e+00	4.564e-01	3.394e-01	8.446e-01	1.487e+00	1.999e-01	5.272e-01	9.538e-01
Ube2f	633	633	1.611e-01	2.461e+00	5.434e-01	4.195e+00	4.057e-02	7.758e-01	9.872e-01	3.102e-01	-1.500e-02	1.000e+00	1.000e+00	1.948e+00	-1.733e-01	1.000e+00	1.000e+00	1.944e+00	1.139e+00	1.311e-01	5.113e-01	2.077e+00	1.909e-02	8.451e-01	1.000e+00	-3.795e-01	6.068e-01	2.706e-01	6.256e-01	4.787e-01	-3.157e-02	1.000e+00	1.000e+00	1.303e-02	1.493e+00	8.396e-02	6.179e-01	-1.330e+00	-8.347e-02	1.000e+00	1.000e+00	-8.559e-02	7.849e-02	6.920e-01	8.246e-01	-2.686e-01	9.291e-02	6.664e-01	9.740e-01	-5.295e-01	4.846e-01	3.249e-01	7.511e-01	2.517e+00	3.280e-01	4.180e-01	9.033e-01	-8.867e-01	1.135e+00	1.319e-01	8.743e-01
Asb1	184	184	4.846e-02	1.099e+00	2.758e-01	4.848e+00	8.869e-01	1.829e-01	6.053e-01	2.678e+00	1.293e-01	6.110e-01	9.329e-01	2.673e+00	7.586e-02	6.969e-01	1.000e+00	2.566e+00	3.116e-01	4.299e-01	7.074e-01	2.079e+00	4.065e-02	7.755e-01	9.610e-01	2.274e-01	2.029e-01	5.241e-01	7.563e-01	-2.955e-01	2.902e-01	4.461e-01	6.390e-01	-3.061e-01	4.895e-02	7.544e-01	9.961e-01	-4.743e-01	1.802e-01	5.483e-01	7.615e-01	2.984e-01	7.683e-03	9.013e-01	1.000e+00	9.269e-02	4.082e-03	9.280e-01	1.000e+00	-4.525e-01	2.304e-01	4.973e-01	8.354e-01	2.459e+00	-2.164e-01	1.000e+00	1.000e+00	-8.803e-01	1.893e-02	8.457e-01	1.000e+00
Ppp1r7	779	779	1.962e-01	3.122e+00	5.113e-01	4.761e-01	2.897e-01	4.466e-01	7.873e-01	1.571e+00	-2.283e-02	1.000e+00	1.000e+00	2.066e+00	3.474e-01	4.045e-01	8.868e-01	1.817e+00	4.795e-01	3.274e-01	6.626e-01	1.726e+00	1.197e+00	1.218e-01	5.790e-01	1.999e+00	2.890e-01	4.471e-01	7.374e-01	-2.850e-01	1.475e-01	5.871e-01	7.275e-01	-8.814e-02	4.703e-01	3.321e-01	7.780e-01	-7.945e-01	4.866e-01	3.239e-01	6.556e-01	-4.906e-01	2.583e-02	8.202e-01	9.405e-01	9.932e-02	2.678e-01	4.643e-01	8.420e-01	1.702e+00	2.109e-01	5.160e-01	8.363e-01	1.395e+00	1.978e-01	5.294e-01	9.689e-01	1.538e+00	1.859e-02	8.471e-01	1.000e+00
Sept2	232	232	6.075e-02	1.743e+00	5.469e-01	-7.715e-01	2.854e+00	1.688e-02	2.624e-01	3.249e+00	1.012e-01	6.528e-01	9.530e-01	-1.564e+00	4.744e-01	3.300e-01	8.805e-01	2.892e+00	1.457e-01	5.893e-01	8.062e-01	4.142e-01	1.207e-01	6.232e-01	8.664e-01	-1.515e-01	2.385e+00	2.897e-02	2.667e-01	-7.889e-01	1.819e+00	5.651e-02	2.577e-01	-7.684e-01	9.304e-01	1.725e-01	7.116e-01	3.332e+00	1.794e-01	5.492e-01	7.615e-01	-1.269e-01	6.142e-01	2.677e-01	5.087e-01	5.466e-01	3.945e-01	3.744e-01	8.420e-01	3.332e+00	6.075e-01	2.703e-01	7.396e-01	2.991e+00	2.573e-01	4.732e-01	9.248e-01	2.556e+00	5.879e-01	2.782e-01	8.886e-01
Fam174a	2258	2258	4.652e-01	3.749e+00	1.843e-01	4.617e+00	2.788e-02	8.133e-01	1.000e+00	5.711e-01	8.720e-02	6.762e-01	9.624e-01	7.740e-01	5.017e-02	7.514e-01	1.000e+00	8.750e-01	9.210e-02	6.678e-01	8.586e-01	8.535e-01	1.244e+00	1.148e-01	5.790e-01	-9.908e-01	6.445e-01	2.562e-01	6.150e-01	-4.014e-01	5.022e-01	3.162e-01	5.575e-01	3.082e-01	9.450e-02	6.638e-01	9.538e-01	7.073e-01	4.527e-01	3.414e-01	6.559e-01	1.001e+00	2.187e-01	5.084e-01	6.795e-01	5.277e-01	2.711e-01	4.615e-01	8.420e-01	-7.511e-01	6.557e-02	7.173e-01	1.000e+00	6.974e-01	9.262e-03	8.917e-01	1.000e+00	3.781e-01	6.821e-03	9.070e-01	1.000e+00
Cntnap5b	1877	1877	6.928e-02	-2.340e+00	3.601e-01	2.611e+00	-8.154e-02	1.000e+00	1.000e+00	1.851e+00	-7.074e-02	1.000e+00	1.000e+00	1.972e+00	6.011e-01	2.729e-01	8.590e-01	1.341e+00	2.179e+00	3.682e-02	3.229e-01	5.309e+00	6.027e-01	2.723e-01	6.561e-01	-6.587e-01	1.128e+00	1.331e-01	4.620e-01	2.153e-01	5.776e-01	2.825e-01	5.476e-01	-2.161e-01	-6.653e-03	1.000e+00	1.000e+00	1.428e+00	3.544e-01	3.998e-01	6.871e-01	4.387e-01	7.988e-01	2.062e-01	4.363e-01	-2.286e-01	7.397e-02	7.005e-01	1.000e+00	-1.698e+00	2.422e+00	2.774e-02	6.095e-01	6.001e+00	2.022e+00	4.431e-02	7.065e-01	5.945e+00	1.633e-01	5.676e-01	9.568e-01
2310035C23Rik	323	323	7.611e-02	8.400e-01	5.517e-01	2.572e+00	4.051e-01	3.681e-01	7.217e-01	8.763e-01	3.679e-01	3.910e-01	8.880e-01	3.649e+00	5.089e-01	3.131e-01	8.665e-01	3.609e+00	8.148e-01	2.017e-01	5.402e-01	3.364e+00	2.610e-01	4.700e-01	7.618e-01	5.867e-01	8.725e-01	1.865e-01	5.621e-01	-3.048e-01	3.464e-01	4.052e-01	6.132e-01	-2.074e-01	5.085e-01	3.133e-01	7.760e-01	3.034e+00	2.680e-01	4.641e-01	7.118e-01	2.585e-01	2.470e-01	4.822e-01	6.631e-01	-2.297e-02	2.185e+00	3.657e-02	5.685e-01	4.079e+00	4.813e-01	3.265e-01	7.511e-01	3.491e+00	5.265e-01	3.048e-01	8.446e-01	3.364e+00	3.950e-01	3.741e-01	9.330e-01
Cntnap5a	1898	1898	2.392e-01	1.987e-01	8.238e-01	-1.209e+00	-4.871e-02	1.000e+00	1.000e+00	-4.089e+00	-1.310e+00	1.000e+00	1.000e+00	-2.565e-01	-1.105e+00	1.000e+00	1.000e+00	-1.099e-01	-3.140e-01	1.000e+00	1.000e+00	-4.655e+00	-1.015e+00	1.000e+00	1.000e+00	-1.299e-01	-1.209e+00	1.000e+00	1.000e+00	-8.429e-02	-1.330e+00	1.000e+00	1.000e+00	9.785e-02	-5.760e-01	1.000e+00	1.000e+00	4.579e+00	7.449e-01	2.223e-01	6.261e-01	1.068e+00	-8.992e-01	1.000e+00	1.000e+00	-7.163e-03	-8.103e-01	1.000e+00	1.000e+00	-1.580e-01	-9.956e-01	1.000e+00	1.000e+00	-4.543e+00	-1.541e+00	1.000e+00	1.000e+00	2.955e-01	-6.571e-01	1.000e+00	1.000e+00
Clasp1	368	368	9.693e-02	1.279e+00	3.563e-01	8.175e+00	1.921e-01	5.354e-01	8.426e-01	-5.108e-01	2.760e-01	4.575e-01	8.888e-01	1.940e+00	4.033e-01	3.691e-01	8.836e-01	2.536e+00	3.061e-01	4.339e-01	7.074e-01	2.264e+00	9.843e-01	1.606e-01	5.908e-01	2.215e+00	5.301e-01	3.032e-01	6.546e-01	4.032e-01	3.059e-01	4.341e-01	6.390e-01	1.381e-01	2.965e-01	4.413e-01	8.341e-01	2.094e+00	2.796e-01	4.546e-01	7.077e-01	-1.668e-01	1.250e+00	1.139e-01	3.160e-01	-5.639e-01	-1.562e-02	1.000e+00	1.000e+00	-1.924e+00	-1.045e-01	1.000e+00	1.000e+00	-1.765e+00	5.972e-02	7.297e-01	1.000e+00	-9.921e-01	3.791e-01	3.839e-01	9.330e-01
3110009E18Rik	168	168	4.061e-02	8.685e-01	3.753e-01	1.729e+00	2.672e-01	4.647e-01	7.987e-01	-6.399e-01	1.208e-01	6.231e-01	9.414e-01	-7.426e-01	3.128e-01	4.290e-01	9.112e-01	3.238e+00	2.652e-01	4.664e-01	7.178e-01	-1.075e+00	1.364e+00	9.860e-02	5.790e-01	3.600e+00	1.193e+00	1.224e-01	4.620e-01	-5.967e-01	3.039e-01	4.356e-01	6.390e-01	1.563e-01	1.295e-01	6.108e-01	9.062e-01	-7.539e-01	1.339e-02	8.700e-01	1.000e+00	1.589e-01	1.026e+00	1.519e-01	3.775e-01	7.414e-01	2.028e-01	5.242e-01	8.852e-01	3.186e+00	-3.102e-02	1.000e+00	1.000e+00	-1.020e-01	1.944e-01	5.330e-01	9.689e-01	-3.048e-01	2.157e-01	5.113e-01	9.526e-01
Ccdc93	76	76	1.365e-02	5.946e-01	2.317e-01	-3.386e+00	4.389e-01	3.488e-01	7.176e-01	2.909e+00	8.015e-02	6.889e-01	9.624e-01	-4.367e-01	-2.480e-02	1.000e+00	1.000e+00	-7.873e-01	6.183e-01	2.661e-01	6.072e-01	3.347e+00	1.225e-01	6.207e-01	8.664e-01	-6.827e-01	8.092e-01	2.033e-01	5.621e-01	-6.254e-01	1.249e+00	1.141e-01	3.863e-01	8.854e-01	7.475e-02	6.990e-01	9.633e-01	-2.360e-01	6.278e-01	2.625e-01	6.411e-01	-3.537e+00	4.312e-02	7.690e-01	8.885e-01	9.831e-02	4.519e-02	7.637e-01	1.000e+00	-6.112e-02	-1.339e-02	1.000e+00	1.000e+00	-1.162e+00	1.073e-02	8.835e-01	1.000e+00	-4.710e-01	2.972e-02	8.074e-01	1.000e+00
Ccnt2	442	442	1.102e-01	1.560e+00	1.369e+00	2.433e+00	1.898e+00	5.138e-02	4.749e-01	-1.191e+00	6.429e-01	2.568e-01	8.880e-01	3.767e+00	1.762e+00	6.046e-02	8.590e-01	3.740e+00	3.712e-01	3.889e-01	6.810e-01	7.622e-01	3.587e-01	3.970e-01	7.157e-01	-4.680e-01	1.465e-01	5.883e-01	7.959e-01	-1.422e-02	8.745e-01	1.860e-01	4.638e-01	-2.106e-01	1.124e+00	1.338e-01	6.885e-01	3.805e+00	3.271e-01	4.186e-01	6.983e-01	-1.491e-01	2.023e+00	4.426e-02	1.787e-01	1.056e+00	-1.022e-03	1.000e+00	1.000e+00	-9.421e-01	1.560e+00	7.732e-02	6.781e-01	4.007e+00	6.187e-01	2.660e-01	8.437e-01	3.608e+00	2.149e+00	3.817e-02	8.743e-01
R3hdm1	996	996	1.802e-01	1.038e-01	9.433e-01	4.424e+00	-1.359e-01	1.000e+00	1.000e+00	7.818e-01	1.592e-01	5.726e-01	9.261e-01	3.791e-01	-4.131e-01	1.000e+00	1.000e+00	1.268e-01	4.471e-01	3.443e-01	6.729e-01	1.493e+00	-4.243e-01	1.000e+00	1.000e+00	4.312e-01	-6.862e-01	1.000e+00	1.000e+00	1.115e-01	3.876e+00	5.367e-03	5.452e-02	-5.242e-01	4.516e-01	3.419e-01	7.806e-01	8.360e-01	8.538e-01	1.913e-01	6.101e-01	1.310e-01	2.852e-01	4.501e-01	6.510e-01	1.362e-01	1.575e-01	5.747e-01	9.314e-01	9.671e-02	-1.169e-01	1.000e+00	1.000e+00	6.252e-01	-1.313e-01	1.000e+00	1.000e+00	-6.477e-01	5.403e-01	2.986e-01	8.886e-01
Ubxn4	1246	1246	2.669e-01	1.614e+00	8.778e-01	2.617e-01	5.352e+00	1.069e-03	4.569e-02	2.097e+00	1.042e+00	1.488e-01	8.141e-01	3.367e+00	1.005e+00	1.563e-01	8.590e-01	9.120e-02	2.864e+00	1.669e-02	2.195e-01	8.228e-01	1.875e+00	5.280e-02	5.248e-01	-6.126e-01	1.888e+00	5.201e-02	3.234e-01	-2.640e-01	1.157e+01	1.507e-06	1.288e-04	-8.806e-01	8.163e-01	2.013e-01	7.446e-01	-9.109e-02	2.802e+00	1.792e-02	2.495e-01	7.599e-01	6.660e+00	2.625e-04	8.163e-03	8.883e-01	2.580e+00	2.312e-02	5.027e-01	3.491e+00	4.206e+00	3.727e-03	6.095e-01	1.792e+00	1.730e+00	6.285e-02	7.165e-01	3.509e+00	1.110e+00	1.363e-01	8.743e-01
